# bM_z1 bM_z2 bM_z3 bM_1 sM_z1 sM_z2 sM_z3 sM_1 corr_len alpha_SZ_0 X_comp0_z logc opt_comp1_0 z_offset_0 alpha_X_z opt_comp0_0 A_7 sigma_z A_5 A_4 A_3 A_2 A_1 A_0 A_inf C_lam SZ_comp0_lam delta_shear_bias alpha_NLshear A_9 X_comp1_lam Blambda A_lam SZ_comp1_0 SigmaCrit SZ_comp0_z A_8 SZ_comp0_0 alpha_SZ_z X_comp0_lam alpha_SZ_lam opt_comp0_lam opt_comp1_lam A_6 Sigma_crit_78 X_comp1_0 B_lam opt_comp0_z X_comp0_0 lnsigma_lam opt_comp1_z z_offset_z alpha_opt_z alpha_X_0 SZ_comp1_lam X_comp1_z sigma_0 alpha_opt_0 kappa_SPT alpha_opt_lam alpha_X_lam Sigma_crit_25 Sigma_crit_47 SZ_comp1_z 
-1.824906535098256427e-02 -2.251770184565461685e-02 2.055631025597453101e-02 1.014249928681779211e+00 -3.092599640182136067e+00 -3.084873091785823807e+00 -2.749203950263128693e+00 -1.052817198398703497e-01 7.414752079604944313e-02 7.517099999999999893e-01 0.000000000000000000e+00 6.115542956707681332e-01 9.933799999999999575e-02 3.887831430115031017e-02 0.000000000000000000e+00 2.655899999999999928e-02 -1.585925251184632678e+00 -7.903253855410850848e-02 -3.461328189106340214e-01 4.280258955435522483e-01 3.950077065717193525e-01 -3.978475087910831043e-01 1.689171748069691503e+00 -3.342644781550323962e+00 -3.000000000000000000e+00 5.497881777948234738e-01 0.000000000000000000e+00 -2.470842300522457791e-02 8.447375466290517609e-01 -3.044556497418057450e+00 0.000000000000000000e+00 6.787146642812722508e-01 7.020001953622957558e+01 5.890399999999999803e-02 5.316793742589806193e+00 0.000000000000000000e+00 2.082283073148693653e+00 8.179099999999999912e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.607685828364698644e+00 1.523957881088512778e+01 7.691399999999999626e-02 1.026190344040614377e+00 0.000000000000000000e+00 2.391700000000000076e-02 -1.039803119457242575e+00 0.000000000000000000e+00 -1.973021385916195469e-01 0.000000000000000000e+00 9.207100000000000284e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.064736398998714750e-02 8.477299999999999836e-01 6.219700000000000228e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.316793742589806193e+00 6.492475175459428094e+00 0.000000000000000000e+00
-2.951562618053508308e-02 -3.549220578293397176e-03 6.130802389310525957e-03 1.035357148733853760e+00 -3.106801623188943484e+00 -3.076987554721287044e+00 -2.649062312911643069e+00 -1.202784482477979866e-01 7.041641513744847924e-02 8.825600000000000112e-01 0.000000000000000000e+00 5.998033588209193967e-01 9.649699999999999944e-02 3.973777474526660192e-02 0.000000000000000000e+00 2.734899999999999831e-02 -1.683554284348559804e+00 -8.258050093876932729e-02 -3.920539400436969801e-01 5.873703098737386163e-01 1.787519184828925134e-01 -3.091670353143269323e-03 1.086879723389353902e+00 -2.773718377108777666e+00 -3.000000000000000000e+00 7.711485674671864077e-02 0.000000000000000000e+00 -3.027017274530729996e-02 1.264254382091776874e+00 -3.934880751379769226e+00 0.000000000000000000e+00 6.850412513305882412e-01 7.476789674711451994e+01 4.609800000000000009e-02 5.282626643501578734e+00 0.000000000000000000e+00 2.462041670295823881e+00 1.095299999999999919e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.640592195697358369e+00 1.496269378623502888e+01 9.649299999999999544e-03 9.601719963591284213e-01 0.000000000000000000e+00 1.755200000000000163e-02 -2.518266237840085964e+00 0.000000000000000000e+00 -1.992036110845799290e-01 0.000000000000000000e+00 5.240299999999999958e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.098707007632835464e-02 8.305399999999999450e-01 1.056699999999999973e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.282626643501578734e+00 6.313415755847655575e+00 0.000000000000000000e+00
-5.431315275601255460e-02 -4.971980630647766103e-02 -3.110863989062075813e-02 1.028218060588099725e+00 -3.144773411445030309e+00 -3.050632958001063155e+00 -2.789665905516465649e+00 -1.843725033324245255e-01 6.421926782953608914e-02 9.348199999999999843e-01 0.000000000000000000e+00 6.469550730754096701e-01 6.168099999999999972e-02 3.893686196373963293e-02 0.000000000000000000e+00 1.940300000000000011e-02 -1.256060263688150158e+00 -8.103452037929377572e-02 -1.193332773535167313e-01 5.032746330437019022e-01 1.942573093049447253e-01 1.452626785506812568e-01 7.408064653905753749e-01 -2.568076014474073965e+00 -3.000000000000000000e+00 5.994668785725257298e-02 0.000000000000000000e+00 -2.321639096839267502e-02 5.463568713554364242e-01 -4.818766483039579995e+00 0.000000000000000000e+00 6.913629723697048979e-01 7.372915420865884073e+01 1.502799999999999969e-01 5.422891881648824075e+00 0.000000000000000000e+00 2.148999987299442971e+00 1.026499999999999982e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.308151046257788774e+00 1.553460005884873318e+01 9.809999999999999276e-03 1.123049926933207487e+00 0.000000000000000000e+00 2.429299999999999862e-02 -1.229661697215127969e+00 0.000000000000000000e+00 -2.031147807090630808e-01 0.000000000000000000e+00 9.277900000000000036e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.116158554478825060e-02 7.056599999999999540e-01 7.853599999999999470e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.422891881648824075e+00 6.616782270453225756e+00 0.000000000000000000e+00
-2.617422469968617299e-02 -2.976124239902511875e-02 -6.531524250309640733e-02 1.015712649254124189e+00 -3.254952225736609694e+00 -3.141879421101286596e+00 -2.709308957520473626e+00 -8.215912345092288294e-02 6.932106087068734546e-02 9.385000000000000009e-01 0.000000000000000000e+00 6.220670606173779316e-01 5.959899999999999920e-02 3.918368262524550560e-02 0.000000000000000000e+00 1.869699999999999834e-02 -1.665346697873026915e+00 -7.990163850371881371e-02 -3.185332520639707066e-01 5.659054015985984787e-01 1.825585974033539782e-01 1.051930338512233054e-02 1.058610377394992641e+00 -2.788242611400957305e+00 -3.000000000000000000e+00 4.165260035939200023e-01 0.000000000000000000e+00 -2.603944921785428246e-02 5.825510533567166416e-01 -4.740994023392346435e+00 0.000000000000000000e+00 6.733010937361770809e-01 9.035925893737119452e+01 1.719299999999999995e-01 5.347698468616503220e+00 0.000000000000000000e+00 2.605695187356453779e+00 6.226800000000000217e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.547636988291543725e+00 1.608739580866439667e+01 3.338300000000000295e-02 1.061132809988627912e+00 0.000000000000000000e+00 1.993999999999999939e-02 -1.603825979267696766e+00 0.000000000000000000e+00 -2.043722734443683964e-01 0.000000000000000000e+00 9.348300000000000498e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.104439125752678497e-02 7.715999999999999526e-01 9.474299999999999944e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.347698468616503220e+00 6.522820320353971191e+00 0.000000000000000000e+00
-3.706098379589119196e-02 -2.704576219884088223e-02 1.799697253677743844e-02 1.028391971810080907e+00 -3.222487831894395693e+00 -3.087418578737590291e+00 -2.811351603874583827e+00 -4.778334598342393741e-02 7.406174430636670858e-02 7.477000000000000313e-01 0.000000000000000000e+00 6.199076598739304833e-01 1.025900000000000006e-01 3.929235179589744137e-02 0.000000000000000000e+00 1.858800000000000036e-02 -2.289929511554582131e+00 -8.437131768829581047e-02 -4.381793287518238045e-01 4.596565204446418362e-01 3.996848327234712173e-01 -4.208278071422100197e-01 1.778431650616413506e+00 -3.459057153382087080e+00 -3.000000000000000000e+00 6.201751362977403481e-03 0.000000000000000000e+00 -2.793434546961648390e-02 3.770730054062920722e-01 -4.894170309371442151e+00 0.000000000000000000e+00 6.783555129477863987e-01 7.708285097734734848e+01 2.238100000000000159e-02 5.325525142009263746e+00 0.000000000000000000e+00 3.421653059075671077e+00 1.671399999999999969e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.852262789292126621e+00 1.494602219102186957e+01 3.126700000000000035e-01 1.095393303532434137e+00 0.000000000000000000e+00 2.569400000000000156e-02 -2.129987929691454784e+00 0.000000000000000000e+00 -2.064994637778569397e-01 0.000000000000000000e+00 9.871499999999999719e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.151914851373023851e-02 8.087499999999999689e-01 9.112599999999999589e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.325525142009263746e+00 6.415642080718429341e+00 0.000000000000000000e+00
-5.168226198499099172e-02 -3.852250627884789419e-02 -5.112465796488962350e-02 1.046550487872627722e+00 -3.088825450489947055e+00 -3.087771298811466281e+00 -2.743742904760639867e+00 -1.898304538587458068e-01 6.939667832788681823e-02 9.697000000000000064e-01 0.000000000000000000e+00 6.144554395627144228e-01 9.464799999999999602e-02 3.927753883798588974e-02 0.000000000000000000e+00 2.265199999999999853e-02 -2.040193436818088735e+00 -8.541134144265805084e-02 -5.229883059728193118e-01 6.754783786787194044e-01 8.471242176020138404e-02 1.080999026461636620e-01 9.825126804055370755e-01 -2.748901073353068103e+00 -3.000000000000000000e+00 2.494710654748032996e-01 0.000000000000000000e+00 -3.255083815492021415e-02 7.111717798839801707e-01 -4.824118669401380011e+00 0.000000000000000000e+00 6.911791012889687558e-01 6.668351100554569655e+01 6.167500000000000066e-02 5.339322744554472422e+00 0.000000000000000000e+00 2.954415393231078379e+00 1.872000000000000053e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.841880947274196156e+00 1.574310839006493268e+01 1.295800000000000077e-02 9.740846081094094444e-01 0.000000000000000000e+00 2.214700000000000002e-02 -8.174519328411300467e-01 0.000000000000000000e+00 -1.997546793240834451e-01 0.000000000000000000e+00 8.848000000000000309e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.028330920698198425e-02 7.791299999999999892e-01 8.094999999999999973e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.339322744554472422e+00 6.439581133501743437e+00 0.000000000000000000e+00
-3.695443945634553640e-02 -5.392647273683805892e-02 -1.047543370889307893e-02 1.036793816810147151e+00 -3.136591013217454815e+00 -3.064366415341843286e+00 -2.844041299586952842e+00 -1.125260472752071111e-01 7.009597103288837949e-02 9.444200000000000372e-01 0.000000000000000000e+00 6.263252732376481946e-01 7.350199999999999789e-02 3.896079597790793464e-02 0.000000000000000000e+00 2.021799999999999986e-02 -1.280356145616286412e+00 -8.177797657114455054e-02 -1.461187129368110016e-01 4.172041946021748937e-01 3.141091562360412426e-01 -1.182064947092288654e-01 1.233805530085942070e+00 -2.972616903873654515e+00 -3.000000000000000000e+00 4.021865439023687983e-01 0.000000000000000000e+00 -2.745541411518692687e-02 1.147381294710442923e+00 -3.900251349706408632e+00 0.000000000000000000e+00 6.725806270842661361e-01 6.784428026484488328e+01 1.335800000000000043e-01 5.341092152443264851e+00 0.000000000000000000e+00 2.046687917979455484e+00 9.165899999999999395e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.286093079096533920e+00 1.547344749918878293e+01 2.490400000000000114e-01 1.042559343882030864e+00 0.000000000000000000e+00 3.023999999999999952e-02 -9.268378355868525098e-01 0.000000000000000000e+00 -2.052011822687324905e-01 0.000000000000000000e+00 9.813699999999999646e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.125730904961292467e-02 8.088899999999999979e-01 1.086600000000000010e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.341092152443264851e+00 6.520930986460272472e+00 0.000000000000000000e+00
-2.245523028601582871e-02 -3.298573654636009073e-02 -4.257808827995502102e-04 1.015749698492075304e+00 -3.119682829947755476e+00 -3.042924441986378792e+00 -2.764948374745219262e+00 -8.935765218886936034e-02 6.572717334205697981e-02 8.347099999999999520e-01 0.000000000000000000e+00 6.214962169410105375e-01 9.216399999999999593e-02 3.848271848363868375e-02 0.000000000000000000e+00 2.585499999999999951e-02 -1.504419133497300276e+00 -8.322792223868039074e-02 -1.558703034780739849e-01 4.915123339821683146e-01 1.696650725943282256e-01 1.710513846142281968e-01 7.337830181530030638e-01 -2.490409070889023635e+00 -3.000000000000000000e+00 2.973675179618887610e-01 0.000000000000000000e+00 -1.910714918667488771e-02 7.455429621792329931e-01 -4.099391553377758513e+00 0.000000000000000000e+00 6.843999739042295749e-01 8.565970876789187116e+01 2.192399999999999904e-02 5.365915612394319467e+00 0.000000000000000000e+00 2.304357699310105811e+00 9.215700000000000280e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.399334076196066201e+00 1.537656035890346651e+01 1.940199999999999911e-02 1.075358548244113699e+00 0.000000000000000000e+00 2.318800000000000028e-02 -2.080543577716204240e+00 0.000000000000000000e+00 -2.039911034607901075e-01 0.000000000000000000e+00 8.985199999999999854e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.058432599353468340e-02 8.453500000000000458e-01 1.034000000000000030e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.365915612394319467e+00 6.535271159272944885e+00 0.000000000000000000e+00
-3.140868399076284651e-02 -3.727056310415316487e-02 -6.549299388557161539e-02 1.019322058283629762e+00 -3.163239399131370977e+00 -3.146359524763317594e+00 -2.777838365078326710e+00 -8.346050528666745794e-02 7.097346813975345670e-02 9.629699999999999926e-01 0.000000000000000000e+00 6.235218912551894199e-01 9.111099999999999755e-02 3.940919661428704535e-02 0.000000000000000000e+00 2.151000000000000134e-02 -1.795635254651061885e+00 -8.153472730628208431e-02 -4.201024225123813904e-01 6.557421457990980640e-01 1.084068109789287082e-01 2.054816381672674996e-02 1.105497423125017864e+00 -2.814568166904158453e+00 -3.000000000000000000e+00 4.210567923688396386e-01 0.000000000000000000e+00 -2.032656786802167215e-02 5.879881534130467768e-01 -4.777994712704733971e+00 0.000000000000000000e+00 6.804183868662004864e-01 7.270214026389855633e+01 1.466200000000000003e-01 5.369405673977290405e+00 0.000000000000000000e+00 2.851244040663052814e+00 1.202399999999999997e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.664270729211637656e+00 1.618927723960230836e+01 5.418200000000000099e-02 9.471101236600439899e-01 0.000000000000000000e+00 2.402800000000000075e-02 -1.045115428637640953e+00 0.000000000000000000e+00 -2.006955216008405041e-01 0.000000000000000000e+00 9.102999999999999980e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.123536562884020595e-02 8.327799999999999647e-01 1.027099999999999902e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.369405673977290405e+00 6.551600275439128929e+00 0.000000000000000000e+00
-4.526731908478676819e-02 -6.124234178899813641e-02 -2.548837010393780605e-02 1.030600902698464605e+00 -3.198251488722927860e+00 -3.128998822612377939e+00 -2.756182014891225940e+00 -4.751783492555661931e-02 7.087713174147095008e-02 9.490199999999999747e-01 0.000000000000000000e+00 6.024559837168390608e-01 8.284299999999999997e-02 3.848757295249969484e-02 0.000000000000000000e+00 2.560099999999999876e-02 -1.996757819210996932e+00 -8.838879441144471827e-02 -5.806393546190254940e-01 7.342423070576342692e-01 4.027721195428204948e-02 1.285448641002722991e-01 9.348559170829467968e-01 -2.569017404554391426e+00 -3.000000000000000000e+00 3.750317806721359948e-01 0.000000000000000000e+00 -1.807493197381992989e-02 3.686611260889129382e-01 -4.189597537939951266e+00 0.000000000000000000e+00 6.695727370283429680e-01 8.776484515060997182e+01 1.524199999999999999e-01 5.401901117980062672e+00 0.000000000000000000e+00 2.629118142455309837e+00 3.617800000000000009e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.903635192733570181e+00 1.573642445755127284e+01 1.044199999999999989e-02 9.728269628636764255e-01 0.000000000000000000e+00 2.280000000000000082e-02 -1.696740535931076321e+00 0.000000000000000000e+00 -2.001621146281446217e-01 0.000000000000000000e+00 9.895500000000000407e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.030596105674454865e-02 8.373699999999999477e-01 1.028000000000000025e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.401901117980062672e+00 6.635983202628627176e+00 0.000000000000000000e+00
-9.244971429655335013e-03 2.204180329070546448e-03 4.752345399060045605e-02 1.024535291330948894e+00 -3.132871807002064912e+00 -3.089562805572272364e+00 -2.822391373076017285e+00 -1.332663324617282263e-01 6.809166366679961224e-02 9.718799999999999661e-01 0.000000000000000000e+00 6.210373796124549761e-01 7.603500000000000536e-02 3.917307200196068484e-02 0.000000000000000000e+00 7.566299999999999762e-03 -1.334644289971661291e+00 -8.776620421618953893e-02 -1.879906990703666958e-01 4.506808750577699918e-01 2.628943621522067953e-01 -2.651050713513905532e-02 1.061803327796380092e+00 -2.867045187419949404e+00 -3.000000000000000000e+00 5.486647422288458698e-01 0.000000000000000000e+00 -2.681802258821963658e-02 8.173008442984980304e-01 -4.028275225543817228e+00 0.000000000000000000e+00 6.936185105399943485e-01 7.628031031498588277e+01 1.690899999999999903e-01 5.289257223385832596e+00 0.000000000000000000e+00 2.002159830507028282e+00 1.316600000000000062e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.340460156835201921e+00 1.473027630221758066e+01 4.307300000000000018e-03 9.444321057691144050e-01 0.000000000000000000e+00 2.701500000000000082e-02 -9.839232504632231535e-01 0.000000000000000000e+00 -2.001668576586795867e-01 0.000000000000000000e+00 8.848399999999999599e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.022418191694602463e-02 6.498199999999999532e-01 7.630500000000000060e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.289257223385832596e+00 6.317309083804727443e+00 0.000000000000000000e+00
-3.776262627821273810e-02 -3.636805540091365974e-02 -5.193695569605426277e-02 1.018824452937202141e+00 -3.197995823829491435e+00 -3.099147317183099659e+00 -2.721049561665355387e+00 -9.562448113031352115e-02 6.804247256991736992e-02 9.560300000000000464e-01 0.000000000000000000e+00 6.326385955293178931e-01 6.945300000000000085e-02 3.960690481277052283e-02 0.000000000000000000e+00 1.540500000000000029e-02 -1.757461484324316592e+00 -8.178438165903469115e-02 -2.198684098054062286e-01 5.226096796723926907e-01 1.816081756785062895e-01 8.482055285096538888e-02 9.037102080127661363e-01 -2.624186620905981648e+00 -3.000000000000000000e+00 1.319972464615484509e-01 0.000000000000000000e+00 -1.613439540144301354e-02 8.351860771867303246e-01 -5.976647314888224649e+00 0.000000000000000000e+00 6.759229617172044513e-01 7.606462895557983472e+01 1.158499999999999946e-01 5.386196533662546138e+00 0.000000000000000000e+00 3.157313002472157848e+00 1.871499999999999900e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.485097051549629121e+00 1.602311720459923450e+01 2.602000000000000146e-02 1.056882533794326839e+00 0.000000000000000000e+00 2.215699999999999961e-02 -1.794726447172589667e+00 0.000000000000000000e+00 -1.972705202264670166e-01 0.000000000000000000e+00 8.884900000000000020e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.077222549656429273e-02 6.514499999999999735e-01 8.674899999999999833e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.386196533662546138e+00 6.605073099762929445e+00 0.000000000000000000e+00
-1.441813107067174346e-02 8.474674159627257342e-03 7.825510511795519958e-03 1.027772317869498186e+00 -3.096098305301580922e+00 -3.140194440879760851e+00 -2.745295668394323485e+00 -8.628447861543567243e-02 6.837253818589786314e-02 9.867000000000000215e-01 0.000000000000000000e+00 6.000765617098414717e-01 8.933099999999999374e-02 3.941215758270324304e-02 0.000000000000000000e+00 2.054200000000000123e-02 -1.674430686406249258e+00 -8.946293384802796178e-02 -3.410903225084956913e-01 6.038666179642881993e-01 1.189216388438924937e-01 1.333464789925019045e-01 8.409161534669060689e-01 -2.535123145984031545e+00 -3.000000000000000000e+00 1.331467896949616869e-01 0.000000000000000000e+00 -2.058837168905369719e-02 3.944000076242808461e-01 -4.847860289202367667e+00 0.000000000000000000e+00 6.835994508999259089e-01 5.983653033801125076e+01 1.495900000000000007e-01 5.272653144887388343e+00 0.000000000000000000e+00 2.624390608794540114e+00 6.409100000000000040e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.544133480215340137e+00 1.524552714413469801e+01 1.509199999999999986e-01 1.058794089959747220e+00 0.000000000000000000e+00 2.665899999999999867e-02 -1.168259552041332805e+00 0.000000000000000000e+00 -1.976022732443709073e-01 0.000000000000000000e+00 9.932299999999999462e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.011085364922027052e-02 7.958600000000000119e-01 1.084300000000000042e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.272653144887388343e+00 6.349249692974555437e+00 0.000000000000000000e+00
-1.584664422817036455e-02 -2.957379400337511663e-02 -8.462071627479900160e-02 1.023223915212549739e+00 -3.128129803462724290e+00 -3.097984999156558672e+00 -2.698094473383807479e+00 -6.474750992182967679e-02 7.118469917480729769e-02 9.071200000000000374e-01 0.000000000000000000e+00 6.238914005738921409e-01 1.040500000000000036e-01 3.908678981094390603e-02 0.000000000000000000e+00 1.320499999999999972e-02 -1.619422539721146581e+00 -8.474165015761787878e-02 -2.978360135610907955e-01 4.911713991898577492e-01 2.473618167800389900e-01 -1.002472600994155916e-01 1.265200116751968862e+00 -2.991680677689498857e+00 -3.000000000000000000e+00 2.016812995065926373e-01 0.000000000000000000e+00 -1.328993464826289106e-02 7.964341272556079154e-01 -4.105356156073387552e+00 0.000000000000000000e+00 6.893755278157289723e-01 7.167151003669243892e+01 1.408200000000000077e-02 5.375577431174192178e+00 0.000000000000000000e+00 2.403418903637513981e+00 1.869099999999999928e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.520900565147490724e+00 1.615136697801457899e+01 2.801000000000000018e-02 9.817950765259566559e-01 0.000000000000000000e+00 2.676200000000000107e-02 -6.417894154830594555e-01 0.000000000000000000e+00 -2.037027704838044184e-01 0.000000000000000000e+00 8.289900000000000047e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.138022879738603110e-02 7.548099999999999810e-01 1.026200000000000001e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.375577431174192178e+00 6.592219611080539110e+00 0.000000000000000000e+00
-1.211560520455245288e-02 -7.093671916656072406e-04 5.498466818288238328e-02 1.026019026438603321e+00 -3.152597021332477656e+00 -3.086881019207186050e+00 -2.735689484519972403e+00 -1.134502700446507195e-01 6.898611888557498739e-02 9.799900000000000277e-01 0.000000000000000000e+00 6.552700413443427463e-01 8.215200000000000280e-02 3.852832072955912623e-02 0.000000000000000000e+00 1.846300000000000024e-02 -1.537230097430577924e+00 -7.917006164358893205e-02 -1.529298475576695293e-01 3.810540134434469151e-01 3.499141888672805401e-01 -1.404682943352318081e-01 1.229557486880745953e+00 -3.069109350960319116e+00 -3.000000000000000000e+00 1.950560944898307447e-01 0.000000000000000000e+00 -2.462147300037487163e-02 5.432968564648972265e-01 -4.004520645686301172e+00 0.000000000000000000e+00 6.895384456625970326e-01 9.678433635316009997e+01 2.163200000000000123e-01 5.292255081076105760e+00 0.000000000000000000e+00 2.293748110182642019e+00 1.100199999999999963e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.454173510362114730e+00 1.468004035643182981e+01 1.432300000000000066e-02 9.748148998967508527e-01 0.000000000000000000e+00 2.346200000000000022e-02 -1.597300016920357502e+00 0.000000000000000000e+00 -2.038118320352115542e-01 0.000000000000000000e+00 9.005100000000000326e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.099616130820132265e-02 7.319600000000000550e-01 8.154900000000000482e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.292255081076105760e+00 6.317241554686580329e+00 0.000000000000000000e+00
-2.536353918791916032e-02 -2.960181655166586531e-02 -8.269069377117833908e-02 1.022359533525800224e+00 -3.233577969933517871e+00 -3.165139991393291385e+00 -2.777712999500369762e+00 -4.219950733086744177e-03 6.629508438162266815e-02 9.219399999999999817e-01 0.000000000000000000e+00 6.131428195778335644e-01 6.458500000000000352e-02 3.880934205006451171e-02 0.000000000000000000e+00 1.583400000000000085e-02 -1.860662071021451425e+00 -7.776411656900431013e-02 -3.333015021182114679e-01 5.905070735675749249e-01 1.490979546670741507e-01 1.400984589386256585e-01 7.747460912392936105e-01 -2.540173563412333468e+00 -3.000000000000000000e+00 1.827208109404154235e-01 0.000000000000000000e+00 -1.798291366795201629e-02 6.352382042242507021e-01 -5.818457906880888153e+00 0.000000000000000000e+00 6.829237842702057248e-01 7.536069879104157110e+01 1.288700000000000123e-01 5.332525034513770024e+00 0.000000000000000000e+00 3.170976938042682214e+00 2.027800000000000089e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.641532084032942373e+00 1.600800902465919506e+01 4.639299999999999674e-02 1.108994979903151767e+00 0.000000000000000000e+00 2.162899999999999892e-02 -1.910999638313580773e+00 0.000000000000000000e+00 -1.958020404066852516e-01 0.000000000000000000e+00 8.425500000000000211e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.069066417183898277e-02 6.915799999999999725e-01 8.367099999999999538e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.332525034513770024e+00 6.521437723991329705e+00 0.000000000000000000e+00
-1.855138473211379382e-02 -3.112744754004709638e-02 -2.394320204013909020e-02 1.018156545856732542e+00 -3.113255256757166300e+00 -3.075072795841956363e+00 -2.780943895159988077e+00 -1.534949127405283997e-01 6.975434189476845126e-02 8.578900000000000414e-01 0.000000000000000000e+00 6.373531482730389053e-01 1.066300000000000026e-01 3.901049935219359083e-02 0.000000000000000000e+00 2.135199999999999945e-02 -1.742811149896102307e+00 -8.277209190587808685e-02 -3.311602588244374479e-01 5.437702227132112931e-01 1.940029272286785123e-01 -1.044025037984040727e-02 1.076531129918640417e+00 -2.815398425286760098e+00 -3.000000000000000000e+00 1.823726463757822103e-01 0.000000000000000000e+00 -2.414759665638332997e-02 7.101099428983322914e-01 -4.571019103516386295e+00 0.000000000000000000e+00 6.806589593162600815e-01 7.166550154642527559e+01 6.826300000000000423e-02 5.307578352266347999e+00 0.000000000000000000e+00 2.659605613521422107e+00 1.918500000000000066e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.621699584314934439e+00 1.562895161239646669e+01 5.698999999999999899e-02 9.695039509779164177e-01 0.000000000000000000e+00 2.189299999999999927e-02 -1.300485481569997326e+00 0.000000000000000000e+00 -2.013005533456947715e-01 0.000000000000000000e+00 8.503399999999999848e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.115760174877836852e-02 8.616800000000000015e-01 9.497600000000000486e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.307578352266347999e+00 6.461248083163791733e+00 0.000000000000000000e+00
